ArrivalTime;ItemType;ExternalDueDate
757817;5;761280
757818;1;761280
757824;6;761280
757824;1;762240
757825;22;761280
757826;19;761280
757841;18;764160
757843;8;762240
757843;1;763200
757847;6;764160
757874;1;765120
757889;2;763200
757906;1;762240
757916;6;761280
757927;9;763200
757943;1;761280
757960;2;762240
757964;9;763200
757970;1;765120
757975;2;765120
757980;6;761280
757980;6;763200
757984;18;767040
757997;1;764160
758006;10;765120
758013;14;764160
758019;1;761280
758045;18;760320
758054;1;762240
758065;6;764160
758083;8;760320
758101;1;760320
758111;1;761280
758122;10;763200
758123;1;761280
758131;2;765120
758149;1;768000
758165;5;760320
758169;19;761280
758172;6;760320
758174;19;762240
758177;10;763200
758198;6;760320
758218;1;768000
758231;2;762240
758237;19;762240
758244;3;760320
758253;18;764160
758253;10;763200
758275;1;762240
758278;1;761280
758284;2;766080
758284;2;760320
758296;2;765120
758332;1;760320
758338;6;764160
758341;9;761280
758363;2;763200
758368;1;767040
758384;2;761280
758384;1;761280
758393;11;761280
758399;8;764160
758409;2;764160
758409;1;762240
758452;2;762240
758472;6;762240
758472;1;762240
758480;18;763200
758482;2;763200
758491;14;765120
758495;4;764160
758496;1;762240
758498;6;767040
758506;9;762240
758522;9;761280
758552;1;762240
758560;1;761280
758567;8;763200
758567;1;762240
758569;1;764160
758586;19;766080
758600;2;762240
758609;3;765120
758631;1;765120
758636;1;762240
758637;1;763200
758684;1;767040
758686;19;761280
758686;19;761280
758690;2;763200
758712;6;762240
758715;1;764160
758717;1;763200
758723;2;761280
758726;2;761280
758761;11;762240
758771;19;761280
758772;1;762240
758784;5;766080
758797;1;762240
758806;10;763200
758811;1;766080
758820;1;762240
758836;2;762240
758846;10;761280
758866;1;763200
758878;1;762240
758891;12;764160
758894;19;765120
758915;4;762240
758953;15;763200
758959;1;762240
758968;8;764160
758971;7;762240
758982;22;766080
758988;2;762240
758991;18;766080
758995;1;762240
759003;6;764160
759008;8;765120
759011;18;764160
759013;23;762240
759065;4;761280
759077;2;767040
759081;1;761280
759103;2;762240
759124;1;764160
759137;18;765120
759144;9;766080
759155;9;762240
759158;1;762240
759161;1;763200
759168;9;761280
759169;10;762240
759169;6;763200
759184;22;767040
759184;6;762240
759188;19;765120
759195;2;763200
759214;15;769920
759216;2;761280
759242;2;762240
759253;5;766080
759259;6;764160
759263;10;761280
759269;3;763200
759296;1;761280
759302;1;764160
759326;11;762240
759329;10;762240
759337;2;764160
759341;1;761280
759343;2;763200
759345;2;763200
759346;2;763200
759350;3;766080
759356;1;764160
759356;1;762240
759371;1;766080
759395;1;766080
759400;18;767040
759404;15;763200
759417;1;764160
759427;6;762240
759427;1;767040
759433;1;764160
759435;2;764160
759453;1;762240
759454;6;767040
759467;1;763200
759508;1;767040
759511;18;764160
759522;1;762240
759527;10;762240
759542;10;766080
759554;6;764160
759593;8;765120
759610;1;766080
759618;4;767040
759624;2;766080
759629;19;766080
759629;15;763200
759631;2;765120
759635;19;765120
759638;1;763200
759657;1;765120
759660;2;763200
759672;3;765120
759682;1;762240
759684;4;764160
759686;18;769920
759694;2;764160
759702;6;766080
759714;6;764160
759718;19;766080
759726;2;765120
759727;1;767040
759732;2;762240
759747;12;765120
759748;9;765120
759750;5;763200
759755;1;768000
759764;2;763200
759770;19;764160
759770;1;762240
759788;19;763200
759788;2;762240
759794;1;767040
759798;1;768960
759825;2;763200
759829;2;763200
759830;19;765120
759866;5;763200
759870;1;762240
759896;1;762240
759907;6;768000
759916;2;770880
759938;2;765120
759947;18;764160
759955;2;763200
759966;2;762240
759990;18;763200
759991;1;763200
760024;2;763200
760026;2;762240
760029;1;762240
760040;9;763200
760057;1;762240
760063;6;766080
760072;5;763200
760113;22;768960
760118;1;767040
760124;10;763200
760139;18;766080
760142;6;763200
760152;1;764160
760169;14;764160
760191;2;765120
760203;1;762240
760205;1;763200
760244;19;766080
760250;11;766080
760270;6;768000
760273;19;764160
760281;6;762240
760295;23;762240
760295;16;767040
760298;6;763200
760314;1;762240
760328;9;765120
760337;6;766080
760346;1;764160
760352;2;763200
760362;2;765120
760370;22;767040
760378;1;764160
760391;6;763200
760403;19;769920
760403;1;770880
760407;1;766080
760408;6;764160
760409;9;765120
760414;8;764160
760429;18;767040
760449;19;763200
760460;14;764160
760461;1;766080
760469;8;765120
760485;1;764160
760500;10;768960
760504;2;767040
760517;2;763200
760540;1;764160
760547;10;763200
760547;1;764160
760551;2;763200
760559;23;768000
760576;1;766080
760587;1;763200
760594;1;768000
760605;4;768960
760614;20;768000
760637;22;767040
760640;1;765120
760642;9;765120
760656;1;766080
760672;2;763200
760677;10;763200
760678;19;765120
760679;8;765120
760679;1;764160
760687;1;769920
760688;9;770880
760692;10;763200
760697;19;765120
760701;14;768960
760704;6;768000
760718;4;768000
760719;2;766080
760731;2;766080
760751;1;767040
760753;1;764160
760768;10;766080
760785;2;763200
760799;2;768960
760818;23;763200
760829;1;768000
760832;2;764160
760842;9;763200
760847;3;766080
760848;1;768960
760853;23;763200
760869;18;766080
760885;1;766080
760906;22;768960
760906;13;766080
760906;1;764160
760920;19;768000
760925;1;765120
760926;19;769920
760933;6;768000
760934;2;763200
760940;10;768960
760941;18;765120
760950;1;772800
760963;20;771840
760977;1;768000
760978;1;763200
761007;11;763200
761033;8;766080
761048;9;763200
761052;19;766080
761053;1;767040
761054;4;767040
761075;5;767040
761086;8;766080
761095;2;763200
761106;1;767040
761108;2;765120
761111;15;764160
761113;2;764160
761117;10;768960
761120;18;766080
761121;1;768000
761126;12;768960
761145;2;763200
761150;1;763200
761153;1;768000
761157;1;768000
761166;8;763200
761176;5;765120
761177;18;767040
761209;18;764160
761217;4;768000
761236;5;763200
761236;1;767040
761272;1;767040
761275;18;764160
761276;2;770880
761301;1;764160
761311;6;768000
761314;1;767040
761328;1;768960
761330;11;764160
761349;4;768960
761366;10;766080
761370;2;771840
761374;9;770880
761376;9;766080
761376;1;770880
761393;2;770880
761400;2;765120
761416;1;765120
761417;12;768960
761422;23;766080
761427;2;765120
761451;1;764160
761468;2;764160
761473;1;766080
761497;23;766080
761506;1;764160
761516;9;769920
761531;22;767040
761536;6;767040
761536;2;767040
761548;4;768960
761551;1;770880
761582;1;769920
761621;4;768000
761626;5;767040
761650;10;766080
761652;6;767040
761669;8;764160
761681;1;768000
761730;1;768000
761757;12;765120
761758;22;770880
761801;2;765120
761825;1;767040
761835;2;765120
761874;1;765120
761888;1;765120
761924;1;767040
761936;1;765120
761945;9;767040
761946;1;765120
761965;12;765120
761972;2;768960
761973;1;769920
761980;2;764160
761984;1;766080
762004;19;765120
762007;4;768000
762042;10;765120
762045;1;767040
762081;23;766080
762088;2;766080
762093;23;766080
762093;2;764160
762110;2;765120
762112;1;767040
762127;2;764160
762137;19;766080
762142;1;765120
762145;1;768000
762169;1;767040
762171;6;764160
762181;8;765120
762182;2;764160
762185;1;767040
762199;2;765120
762205;8;765120
762214;1;764160
762244;9;767040
762275;4;768000
762277;5;769920
762315;1;767040
762318;22;766080
762318;9;769920
762320;9;766080
762322;12;769920
762327;6;767040
762332;1;772800
762340;1;769920
762341;23;768960
762342;1;766080
762347;1;768960
762361;4;768960
762366;1;766080
762367;9;769920
762373;2;766080
762382;2;766080
762398;7;772800
762431;12;768960
762481;2;767040
762482;2;765120
762539;2;768960
762560;1;768000
762567;1;766080
762572;18;767040
762580;8;766080
762598;6;767040
762627;4;771840
762650;19;765120
762676;11;770880
762687;19;765120
762688;1;767040
762690;6;766080
762722;7;767040
762725;1;765120
762741;1;767040
762742;19;766080
762747;2;766080
762765;9;771840
762768;2;765120
762789;18;767040
762804;19;768000
762805;8;766080
762807;2;769920
762807;1;766080
762818;12;765120
762819;19;770880
762835;23;766080
762840;10;770880
762868;18;768000
762893;10;770880
762893;7;768000
762897;1;768000
762923;4;766080
762961;6;766080
762980;1;765120
762993;2;765120
762996;3;769920
763007;1;766080
763012;2;765120
763019;1;767040
763035;1;765120
763037;11;769920
763040;1;768000
763043;14;767040
763045;19;768960
763056;1;766080
763070;1;770880
763088;12;768960
763097;12;767040
763104;2;765120
763115;23;766080
763126;1;768000
763138;1;766080
763151;14;769920
763169;1;767040
763175;6;769920
763177;11;768000
763185;2;766080
763205;4;767040
763206;2;767040
763209;4;767040
763247;10;770880
763247;2;766080
763256;4;768000
763256;2;767040
763263;4;767040
763273;6;766080
763277;23;768000
763278;22;768960
763290;23;768960
763324;1;767040
763330;12;768960
763347;1;767040
763350;22;767040
763350;12;770880
763356;2;774720
763367;22;767040
763374;24;768960
763376;18;775680
763376;1;770880
763390;18;768960
763426;6;768960
763442;1;770880
763456;1;766080
763480;2;769920
763483;6;768000
763506;1;766080
763510;7;768000
763519;2;770880
763531;2;769920
763531;1;767040
763534;2;768960
763560;2;770880
763616;2;768960
763618;22;775680
763630;1;767040
763632;1;768000
763637;19;768000
763651;10;768960
763709;19;766080
763714;1;770880
763721;18;767040
763726;4;768000
763753;15;768000
763776;1;772800
763777;19;766080
763782;1;766080
763783;23;766080
763785;2;767040
763808;1;767040
763809;23;766080
763838;9;769920
763841;4;769920
763847;12;770880
763848;2;766080
763852;1;766080
763853;1;770880
763856;1;767040
763871;5;767040
763882;19;768960
763884;2;769920
763900;1;769920
763901;4;768960
763905;6;768000
763910;1;767040
763926;1;767040
763957;19;770880
764015;1;770880
764025;1;766080
764038;2;773760
764056;1;767040
764063;1;770880
764074;19;768960
764078;15;769920
764084;2;773760
764096;2;770880
764108;1;770880
764108;1;767040
764115;2;770880
764117;1;770880
764122;1;767040
764168;18;767040
764199;18;772800
764206;18;773760
764211;6;774720
764218;2;769920
764219;9;769920
764249;12;768960
764252;11;769920
764287;19;768000
764288;19;770880
764339;2;771840
764344;19;768960
764407;18;768960
764422;6;769920
764429;2;775680
764431;1;772800
764434;5;769920
764436;1;768000
764443;10;770880
764460;2;768960
764475;10;768960
764476;2;771840
764507;1;768000
764521;4;767040
764524;8;768000
764531;11;769920
764536;2;770880
764543;9;769920
764543;4;771840
764579;18;769920
764586;4;768000
764587;19;771840
764589;1;769920
764591;18;768000
764602;22;768000
764616;8;768000
764618;15;773760
764626;6;767040
764663;9;769920
764705;16;767040
764711;2;771840
764731;1;772800
764750;1;768960
764770;1;769920
764774;1;768000
764839;22;768000
764844;1;770880
764846;2;769920
764886;19;772800
764892;1;768000
764903;12;769920
764909;12;768960
764922;2;770880
764954;1;770880
764969;23;768000
764981;15;768000
764990;1;768000
765027;1;772800
765078;6;768000
765097;18;768000
765098;23;768000
765112;12;769920
765165;1;768000
765166;10;769920
765179;14;770880
765186;1;775680
765195;6;774720
765203;12;772800
765230;5;774720
765234;9;770880
765237;2;772800
765238;22;769920
765238;13;769920
765240;2;771840
765249;1;772800
765254;12;770880
765256;6;772800
765260;4;777600
765262;19;769920
765262;15;768000
765267;18;774720
765272;1;768000
765283;5;769920
765294;1;769920
765301;2;776640
765310;2;770880
765312;6;769920
765313;10;768960
765314;1;770880
765338;23;770880
765349;1;769920
765354;2;774720
765371;19;768960
765382;9;771840
765392;7;768000
765395;19;772800
765397;1;772800
765404;5;769920
765426;15;769920
765445;5;769920
765447;2;770880
765448;1;768000
765453;1;770880
765520;10;772800
765527;23;768000
765533;9;769920
765544;20;770880
765548;1;770880
765588;3;772800
765596;3;772800
765599;12;769920
765599;2;772800
765601;8;775680
765608;23;768000
765621;2;772800
765681;2;771840
765687;18;774720
765694;9;771840
765706;15;768000
765754;1;769920
765755;1;770880
765777;2;768000
765840;19;768960
765851;2;768960
765868;6;769920
765904;1;768000
765955;4;773760
765967;8;771840
765974;14;771840
765981;1;768000
765994;1;769920
766003;6;768960
766037;2;773760
766051;2;773760
766053;1;769920
766064;1;770880
766082;19;772800
766188;2;773760
766195;14;768960
766207;9;770880
766253;14;770880
766264;1;769920
766277;4;769920
766286;2;773760
766286;2;770880
766293;11;776640
766294;4;772800
766299;12;769920
766303;19;768960
766310;15;768960
766311;18;775680
766325;2;768960
766329;14;770880
766338;5;773760
766351;1;770880
766355;2;773760
766379;12;770880
766392;12;769920
766399;18;769920
766437;4;773760
766444;19;768960
766467;4;778560
766470;12;770880
766513;2;773760
766558;2;770880
766574;8;771840
766626;19;772800
766634;6;775680
766645;2;773760
766657;14;770880
766672;1;769920
766677;19;773760
766691;1;770880
766703;2;770880
766712;19;773760
766729;1;770880
766729;1;770880
766749;10;770880
766757;5;771840
766771;15;774720
766771;1;772800
766783;19;769920
766788;9;771840
766828;2;770880
766834;1;772800
766848;19;773760
766851;1;770880
766877;9;770880
766885;2;770880
766898;6;769920
766926;12;769920
766938;4;769920
766938;1;774720
766944;2;771840
766951;1;772800
766962;18;768960
766963;9;769920
766998;2;776640
767009;3;773760
767013;1;769920
767053;18;769920
767065;14;773760
767076;2;770880
767079;2;775680
767098;15;774720
767132;10;770880
767134;11;772800
767153;1;770880
767155;19;772800
767167;1;770880
767177;19;770880
767211;2;774720
767213;1;774720
767235;10;772800
767244;2;770880
767268;19;773760
767296;3;769920
767319;18;769920
767350;2;770880
767376;2;770880
767415;12;772800
767452;1;770880
767490;1;769920
767491;1;770880
767497;18;773760
767497;1;770880
767517;4;771840
767534;1;774720
767560;1;770880
767565;9;769920
767579;1;770880
767611;5;774720
767638;4;771840
767644;2;773760
767645;19;772800
767665;2;771840
767670;1;775680
767688;2;770880
767705;10;773760
767720;2;772800
767735;4;773760
767784;2;771840
767790;14;770880
767790;2;774720
767796;2;772800
767800;12;773760
767810;2;776640
767811;1;772800
767828;2;770880
767834;2;770880
767834;2;774720
767888;1;770880
767903;1;774720
767920;1;770880
767922;1;770880
767930;4;771840
767935;9;774720
767937;9;769920
767952;20;771840
767986;18;774720
767997;10;773760
768043;2;772800
768050;19;776640
768087;2;770880
768087;1;775680
768110;4;772800
768156;4;771840
768162;1;775680
768167;18;772800
768167;1;770880
768201;10;772800
768222;1;770880
768243;11;770880
768261;10;770880
768327;4;771840
768332;2;770880
768339;10;770880
768343;11;770880
768352;2;774720
768353;14;771840
768368;9;771840
768391;1;775680
768405;4;771840
768406;14;770880
768406;5;771840
768427;13;774720
768438;1;775680
768498;6;772800
768538;2;774720
768550;7;772800
768581;12;772800
768623;9;771840
768624;9;776640
768624;6;772800
768669;19;770880
768670;1;779520
768674;2;770880
768697;1;770880
768727;2;774720
768733;2;771840
768735;1;770880
768737;2;775680
768749;12;770880
768751;2;772800
768772;6;774720
768788;10;772800
768795;5;773760
768858;4;771840
768860;19;770880
768869;24;772800
768902;2;772800
768920;5;780480
768927;2;771840
769042;6;774720
769087;1;775680
769095;1;779520
769099;14;773760
769113;18;773760
769114;1;777600
769155;15;771840
769174;5;776640
769207;6;772800
769214;2;777600
769234;18;774720
769244;4;772800
769270;4;771840
769277;1;776640
769305;2;773760
769359;9;773760
769399;6;776640
769404;2;771840
769411;22;778560
769418;2;774720
769420;1;774720
769430;18;773760
769438;1;776640
769454;23;774720
769481;4;777600
769482;2;773760
769499;14;775680
769500;14;772800
769501;10;776640
769508;15;773760
769511;6;772800
769512;1;772800
769520;1;772800
769527;2;773760
769529;5;777600
769587;19;777600
769587;5;771840
769627;1;775680
769661;12;772800
769680;5;774720
769680;2;773760
769703;19;777600
769716;1;775680
769728;1;780480
769740;5;772800
769778;10;776640
769788;1;772800
769793;4;771840
769874;8;771840
769909;2;771840
769929;1;775680
769950;2;774720
769970;1;774720
769983;2;773760
769997;4;773760
770001;2;773760
770006;1;776640
770029;18;773760
770045;10;776640
770108;19;773760
770116;2;774720
770157;16;776640
770163;1;772800
770175;5;782400
770179;8;777600
770191;10;776640
770223;10;776640
770235;2;773760
770236;2;774720
770237;4;775680
770246;10;778560
770274;22;774720
770312;4;774720
770330;1;780480
770343;9;775680
770362;1;774720
770364;1;772800
770401;1;776640
770406;1;775680
770411;18;774720
770438;1;775680
770439;4;773760
770454;7;774720
770503;4;776640
770509;18;774720
770517;19;777600
770540;3;773760
770547;2;773760
770552;14;774720
770566;12;773760
770567;10;775680
770590;24;775680
770597;1;773760
770626;4;774720
770628;2;774720
770640;1;774720
770684;2;775680
770721;9;776640
770731;19;772800
770745;6;774720
770749;1;774720
770764;1;779520
770765;14;774720
770778;2;779520
770793;2;773760
770805;9;773760
770818;18;777600
770843;2;773760
770854;1;775680
770857;12;773760
770865;1;775680
770868;2;776640
770908;2;776640
770925;17;780480
770931;5;774720
770938;10;776640
770946;10;781440
770964;9;775680
770975;22;775680
770977;14;774720
770979;2;777600
770981;1;775680
771017;9;777600
771046;1;776640
771056;1;778560
771072;18;774720
771096;2;776640
771101;1;774720
771143;4;778560
771144;4;781440
771158;2;773760
771167;1;781440
771181;9;776640
771185;22;775680
771189;3;774720
771197;6;775680
771229;10;778560
771229;1;774720
771247;4;777600
771268;4;775680
771272;23;781440
771272;1;777600
771281;22;774720
771297;6;776640
771339;2;774720
771420;2;774720
771428;2;774720
771456;1;781440
771504;18;773760
771504;3;775680
771552;4;774720
771562;12;780480
771571;2;773760
771602;1;775680
771605;9;774720
771619;4;778560
771632;22;775680
771639;9;775680
771647;2;774720
771654;2;773760
771684;1;781440
771708;1;775680
771731;5;776640
771744;1;776640
771759;10;776640
771770;5;777600
771785;18;777600
771789;19;775680
771797;18;774720
771816;2;773760
771828;1;776640
771833;1;775680
771842;2;776640
771849;1;777600
771857;2;777600
771875;2;777600
771876;2;774720
771934;2;775680
772020;14;775680
772025;1;776640
772065;23;780480
772105;1;775680
772121;14;775680
772141;2;774720
772166;1;774720
772205;5;777600
772207;1;778560
772245;1;781440
772245;1;775680
772283;1;779520
772326;5;774720
772366;1;775680
772376;9;780480
772376;1;781440
772387;5;781440
772397;1;778560
772412;2;779520
772455;1;775680
772461;1;776640
772488;1;774720
772500;4;778560
772549;18;779520
772554;22;775680
772557;11;776640
772565;1;775680
772609;19;778560
772633;10;776640
772634;1;774720
772646;3;778560
772671;18;778560
772756;10;776640
772780;6;775680
772842;2;777600
772851;1;779520
772866;1;777600
772869;10;778560
772876;10;781440
772911;10;776640
772915;23;781440
772941;7;778560
772991;4;779520
773005;10;777600
773007;2;782400
773012;1;777600
773022;4;775680
773027;10;776640
773047;9;779520
773073;23;777600
773077;4;776640
773084;2;776640
773138;1;779520
773153;10;776640
773153;5;776640
773187;2;776640
773191;1;780480
773204;9;779520
773215;10;776640
773217;1;775680
773222;2;776640
773233;19;779520
773236;2;777600
773241;4;777600
773254;12;778560
773267;23;780480
773270;10;782400
773278;4;776640
773291;1;776640
773346;2;775680
773349;1;781440
773353;4;775680
773372;2;776640
773379;2;782400
773392;10;781440
773397;1;785280
773402;1;775680
773440;5;779520
773443;5;776640
773488;1;785280
773495;22;779520
773496;4;778560
773533;1;777600
773550;18;782400
773588;2;777600
773604;1;781440
773624;1;778560
773627;19;778560
773654;18;777600
773669;2;781440
773669;1;775680
773670;4;777600
773672;2;779520
773672;2;783360
773685;4;776640
773711;2;776640
773720;9;775680
773725;22;780480
773734;10;776640
773736;1;781440
773737;19;776640
773810;1;782400
773812;10;779520
773837;1;777600
773862;1;778560
773879;6;782400
773922;12;780480
773932;1;781440
773969;2;779520
774024;1;783360
774062;10;776640
774076;1;780480
774093;10;782400
774095;1;782400
774182;1;779520
774197;1;782400
774200;19;778560
774232;9;777600
774233;4;777600
774316;5;782400
774360;2;780480
774453;22;778560
774507;9;777600
774514;1;776640
774552;6;778560
774559;8;779520
774584;2;782400
774617;2;776640
774627;18;780480
774660;2;779520
774681;12;778560
774683;5;776640
774726;10;778560
774729;1;780480
774744;1;781440
774764;18;777600
774790;2;777600
774814;4;777600
774828;19;779520
774850;6;782400
774935;1;782400
774945;1;780480
774945;1;779520
774953;12;779520
774979;1;779520
775002;5;778560
775012;4;781440
775020;19;780480
775022;5;782400
775022;2;783360
775086;1;779520
775094;8;780480
775111;1;780480
775124;3;780480
775171;4;778560
775175;6;778560
775229;1;779520
775233;1;777600
775261;1;777600
775269;6;779520
775310;1;782400
775327;19;779520
775344;1;778560
775347;1;777600
775367;1;778560
775378;1;778560
775380;5;777600
775424;8;780480
775428;1;782400
775429;19;778560
775449;1;779520
775481;1;782400
775490;6;778560
775500;11;782400
775563;1;780480
775573;1;777600
775608;10;783360
775626;10;783360
775630;4;779520
775671;1;780480
775728;2;780480
775736;19;779520
775804;1;782400
775817;5;784320
775832;9;779520
775833;10;779520
775922;1;779520
775988;10;781440
776034;10;778560
776042;10;778560
776067;1;780480
776119;1;778560
776127;10;781440
776141;1;782400
776150;8;779520
776150;1;780480
776174;1;779520
776182;1;779520
776381;19;779520
776384;1;779520
776438;5;778560
776449;23;785280
776543;12;780480
776603;2;779520
776623;18;780480
776626;1;780480
776636;2;781440
776661;1;780480
776661;1;779520
776696;1;780480
776700;4;783360
776750;2;779520
776751;13;782400
776751;2;783360
776787;23;786240
776816;2;783360
776817;12;780480
776856;19;781440
776933;2;785280
776946;2;781440
776951;1;779520
776982;5;782400
776992;1;779520
777013;19;780480
777037;18;784320
777102;11;783360
777148;19;784320
777149;1;780480
777152;23;781440
777163;1;780480
777202;2;785280
777206;23;786240
777235;2;780480
777238;23;780480
777270;5;782400
777291;12;783360
777370;1;782400
777382;6;781440
777418;19;779520
777446;1;781440
777468;5;779520
777468;1;781440
777511;14;779520
777519;1;780480
777532;1;782400
777613;1;780480
777620;9;782400
777657;5;786240
777695;8;786240
777721;2;782400
777740;1;781440
777777;19;781440
777777;1;781440
777785;17;782400
777790;1;780480
777803;4;781440
777868;1;780480
777882;6;782400
777895;6;782400
777927;1;781440
777976;4;783360
778030;8;780480
778188;4;781440
778200;1;781440
778201;10;781440
778212;2;785280
778231;1;783360
778233;17;785280
778237;2;782400
778239;1;780480
778245;2;783360
778316;6;782400
778321;2;785280
778322;23;782400
778328;2;782400
778425;6;781440
778448;19;782400
778453;1;782400
778516;23;785280
778541;1;786240
778542;19;781440
778569;14;781440
778582;1;783360
778605;18;784320
778659;6;786240
778704;9;782400
778709;9;781440
778735;7;785280
778835;4;783360
778915;10;789120
778928;2;790080
778929;1;785280
778942;2;785280
778978;6;781440
778985;9;785280
778987;22;783360
778996;2;782400
779059;1;782400
779112;2;783360
779135;2;783360
779181;10;783360
779205;1;781440
779213;1;786240
779221;1;782400
779239;4;787200
779258;23;782400
779260;5;784320
779274;2;786240
779278;1;783360
779294;12;783360
779326;17;787200
779378;1;782400
779417;12;788160
779444;8;784320
779534;9;787200
779541;1;782400
779552;6;782400
779555;10;783360
779564;4;783360
779660;2;786240
779675;1;783360
779695;14;785280
779719;18;784320
779816;13;784320
779845;12;784320
779852;5;786240
779895;1;786240
779902;11;782400
779917;1;786240
779921;2;787200
779939;1;786240
779977;14;783360
779980;1;782400
779994;5;782400
780025;16;784320
780031;9;787200
780097;12;784320
780104;1;785280
780121;1;790080
780148;17;785280
780242;4;783360
780248;22;784320
780288;1;782400
780348;22;784320
780421;22;785280
780528;1;785280
780546;23;786240
780617;4;790080
780652;12;787200
780671;1;791040
780764;18;784320
780770;1;785280
780830;1;788160
780833;10;789120
780896;1;791040
780917;11;783360
780932;4;786240
780959;1;785280
780982;18;788160
781192;6;786240
781426;14;787200
781454;2;789120
781461;1;785280
781518;2;786240
781519;2;785280
781556;10;789120
781615;2;788160
781632;8;786240
781689;22;784320
781828;6;785280
781830;2;785280
781945;14;788160
781956;2;787200
781973;2;785280
782000;2;785280
782142;1;786240
782164;4;787200
782206;9;785280
782227;8;785280
782298;2;786240
782330;18;784320
782363;23;787200
782370;2;789120
782377;2;789120
782493;5;785280
782540;10;789120
782635;2;785280
782671;12;789120
782671;2;786240
782673;4;787200
782728;19;790080
782745;3;785280
782796;9;787200
782864;2;785280
782933;9;787200
782939;1;790080
782949;22;785280
782977;5;786240
783055;12;785280
783057;2;786240
783063;2;785280
783066;10;789120
783180;9;787200
783218;2;790080
783305;1;785280
783306;1;786240
783310;1;785280
783314;6;786240
783320;1;790080
783364;2;786240
783405;2;788160
783456;1;791040
783465;4;788160
783470;2;787200
783492;1;792000
783531;2;787200
783772;19;788160
783776;10;791040
783870;3;792000
783994;16;789120
783998;10;789120
784119;2;787200
784159;10;790080
784162;10;786240
784197;2;787200
784246;2;787200
784260;2;787200
784287;9;789120
784347;6;792000
784358;10;789120
784390;23;788160
784431;6;788160
784463;5;791040
784538;12;787200
784553;1;791040
784596;2;787200
784703;10;791040
784710;2;791040
784759;1;792000
784868;1;792000
784883;2;791040
784953;2;789120
784954;21;788160
784960;10;789120
784968;2;788160
785017;2;789120
785045;2;789120
785113;2;787200
785140;6;791040
785149;4;790080
785155;2;791040
785215;20;792000
785256;3;791040
785259;1;791040
785312;2;790080
785336;19;790080
785337;6;788160
785351;2;788160
785377;10;788160
785386;5;792960
785500;6;791040
785571;1;791040
785605;15;790080
785606;9;792000
785629;1;792960
785673;2;789120
785681;1;791040
785768;2;790080
785927;2;788160
786063;5;788160
786077;11;788160
786109;1;789120
786282;4;793920
786446;1;795840
786491;5;792960
786720;2;789120
786934;1;793920
787089;1;794880
787158;1;791040
787162;4;790080
787214;2;793920
787297;4;791040
787360;1;792000
787506;10;794880
787728;2;793920
787751;6;795840
787773;10;792960
787830;1;793920
787837;6;791040
787982;19;792960
788011;1;795840
788022;6;791040
788055;2;799680
788068;2;790080
788176;4;797760
788304;5;792960
788329;18;792960
788383;9;792960
788395;5;795840
788501;19;794880
788507;1;792960
788545;18;795840
788590;3;791040
788631;1;792000
788633;1;792960
788699;1;795840
788739;1;795840
788744;6;792000
788761;1;795840
788843;7;792000
789008;6;794880
789245;1;792960
789330;10;794880
789386;2;798720
789388;1;792960
789413;8;792000
789465;8;796800
789503;18;796800
789577;19;794880
789611;19;794880
789637;1;796800
789672;1;796800
789731;2;793920
789963;2;794880
789986;2;794880
790058;1;792960
790064;19;792960
790068;4;796800
790069;2;796800
790153;16;798720
790250;1;793920
790251;1;796800
790370;21;793920
790389;2;792960
790487;2;792960
790610;2;793920
790657;19;793920
790761;1;792960
790797;2;794880
790805;1;797760
790855;1;792960
790861;1;797760
790873;1;798720
790966;2;797760
791035;19;795840
791308;1;793920
791310;4;799680
791335;4;793920
791480;2;797760
791580;22;799680
791611;19;794880
791621;6;797760
791661;2;799680
791664;2;795840
791680;1;793920
791756;2;795840
791803;22;794880
792008;19;795840
792147;1;801600
792204;2;798720
792254;6;802560
792338;2;795840
792518;5;794880
792549;23;801600
792591;6;802560
792603;10;796800
792690;2;795840
792781;1;796800
792827;10;799680
792829;1;796800
792865;12;800640
792915;1;794880
792964;2;800640
793125;23;799680
793163;2;801600
793196;2;797760
793235;2;795840
793265;17;800640
793319;2;795840
793340;1;798720
793441;1;796800
793466;9;801600
793510;6;799680
793565;1;801600
793566;4;800640
793586;2;795840
793597;2;799680
793627;6;799680
793632;1;795840
793637;7;797760
793659;20;800640
793770;1;799680
793798;2;796800
793921;10;796800
794073;1;798720
794225;22;801600
794390;5;799680
794411;1;802560
794493;1;799680
794519;10;799680
794556;5;798720
794577;6;796800
794625;1;796800
794715;18;798720
794755;1;798720
794834;10;802560
794913;2;799680
794985;8;797760
795113;2;797760
795211;1;804480
795256;22;801600
795436;12;798720
795489;2;799680
795504;2;797760
795527;19;802560
795549;2;799680
795551;1;799680
795573;19;797760
795726;18;806400
795763;23;801600
795767;19;805440
795782;19;801600
795864;19;801600
795915;1;804480
795997;2;800640
795997;2;800640
796017;19;804480
796066;14;803520
796098;9;807360
796104;4;801600
796149;3;801600
796179;1;805440
796519;1;804480
796582;23;802560
796596;18;803520
796688;10;802560
796724;1;804480
796726;10;805440
796778;2;799680
796839;2;809280
796863;2;800640
796885;2;802560
796899;5;801600
796921;2;800640
796930;2;803520
796972;4;803520
797028;1;800640
797124;4;803520
797132;4;803520
797175;22;805440
797178;1;799680
797206;1;804480
797209;1;807360
797244;6;802560
797251;1;804480
797316;15;802560
797376;2;800640
797405;1;802560
